"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1063161669","BAPTIST HEALTH","3"
"1073262333","Pennington Gardens","3"
"1083760789","North Memorial Health Laboratory","3"
"1104974419","Sea Mar Community Health Center","3"
"1134573660","Optim Therapy - Rincon","3"
"1134573660","Optim Therapy Center- Rincon","3"
"1144928177","Green Space Health","3"
"1225185648","Sea Mar Community Health Center","3"
"1285645820","MOUNTAIN GROVE PHARMACY","3"
"1326316142","Sea Mar Community Health Center","3"
"1366407603","Parkview Regional Medical Center","3"
"1396274296","Premier Pediatrics & OB/GYN","3"
"1396274296","Zeid Pelvic Health Center","3"
"1396274296","Zeid Wellness Center","3"
"1477337988","RISING SUN DERMATOLOGY & COSMETICS CENTER","3"
"1477934818","North Memorial Health Clinic - Downtown Minneapolis","3"
"1518033422","The Midwest Center for Sight","3"
"1538726203","Seek Wellbeing Housecalls Program","3"
"1568644714","Sea Mar Community Health Center","3"
"1619259066","North Memorial Health Mid Level Providers","3"
"1629427414","Diabetes Reversal Partners","3"
"1639574148","Crossroad Health Center","3"
"1639862170","Spindle Health","3"
"1639953136","The Center for Healthy Living at Fort Wayne","3"
"1740203728","North Memorial Health Palliative Care","3"
"1740205194","North Memorial Health Maternal Fetal Medicine Clinic","3"
"1740273614","John C. Lincoln Urgent Care","5"
"1770234817","Tuckerman Rehabilitation and Healthcare Center","3"
"1770690695","HonorHealth John C. Lincoln Medical Center","3"
"1770690695","John C. Lincoln North Mountain Hospital","3"
"1770690695","Scottsdale Healthcare Hospitals","4"
"1811132137","Optim Medical Center-Tattnall","3"
"1831897354","CAPSTONE PATHOLOGY PLC","3"
"1851313274","North Memorial Health Heart & Vascular Center Surgical","3"
"1881196699","Vail Summit Physical Therapy","3"
"1881478303","Optimal Health Associates LLC","4"
"1912781428","Counseling Anchorage","3"
"1942084447","Tower Medic Pharmacy LTC","3"
"1942084447","Tower Medic Pharmacy LTC","5"
"1013007475","Drs. James & Enyart","3"
"1013007475","Bright Side Eye Care, S.C.","5"
"1013166834","DRS. JAMES & ENYART","3"
"1013247485","ELIJAH MOBLEY MD INC","3"
"1013531268","SCOTTSDALE HEALTHCARE CORP","4"
"1013629526","Sunrise Clinics - Santa Rosa High SBHC","3"
"1023643947","Creative Change Counseling","3"
"1073692745","Medvantx Pharmacy Services","3"
"1093599524","Dental Care Beyond Smiles","3"
"1104075928","DRS. JAMES & ENYART","3"
"1104918762","SEK Multi-County Health Dept","3"
"1104918762","SEK Multi County Health Dept./Allen County","5"
"1144004672","Access Team","5"
"1205610722","Sunflower Greenwood Clinic","3"
"1225478605","BAYADA Home Health Care","3"
"1275833915","Scottsdale Healthcare Corp.","4"
"1346699600","Desert Sands Home Training","3"
"1407463011","HonorHealth FastMed Urgent Care","3"
"1427832963","Bayhill Dental Care","3"
"1447986385","Homestead at Hamilton","3"
"1457135980","Mt Bachelor Assisted Living","3"
"1457135980","Mt Bachelor Memory Care","3"
"1457135980","The Meadow at Mt Bachelor Memory Care","3"
"1457570749","DEMENT FAMILY CHIROPRACTIC","3"
"1467069047","HonorHealth FastMed Urgent Care","3"
"1477177707","John C. Lincoln, LLC","4"
"1528842069","COPE","3"
"1528842069","Consciously Overcome Powerful Emotions","4"
"1578711719","Good Shepherd Psychiatric Consultant, INC","4"
"1588851687","RANDALL ROBERT MERCIER PA","3"
"1609844901","Gulf Breeze Dialysis Center","3"
"1609937333","Drs. James & Enayrt","3"
"1609937333","Bright Side Eye Care, S.C.","5"
"1629852157","Family Dental Health of Forest Acres LLC","3"
"1659082311","Inspired Senior Living of Hillsboro","3"
"1679683064","SCCMHD - Downtown Mental Health Center","3"
"1699233759","Seaside Home Health Care","3"
"1720482037","Sea-Mar Community Health Center","4"
"1720862253","Meadow Creek Dental Care","3"
"1730963265","Hampton House Residential Care Facility","3"
"1770933640","Sea-Mar Community Health Center","4"
"1780773705","Beyond Limits Physical Therapy","3"
"1821222829","Beacon Bone and Joint Specialists","3"
"1821222829","Beacon Medical Group Center for Pelvic Health and Gynecology","3"
"1821222829","Beacon Medical Group ENT and Audiology Elkhart","3"
"1821222829","Beacon Medical Group ENT and Audiology South Bend","3"
"1821222829","Beacon Medical Group Hospital Specialties","3"
"1821222829","Beacon Medical Group Infectious Disease","3"
"1821222829","Beacon Medical Group Interventional Radiology and Vascular Specialties","3"
"1821222829","Beacon Medical Group Plastic and Reconstructive Surgery","3"
"1821222829","Beacon Medical Group Pulmonary and Critical Care South Bend","3"
"1821222829","Beacon Medical Group Specialists Bremen","3"
"1821222829","Beacon Medical Group Specialists Goshen","3"
"1821222829","Beacon Medical Group Specialists Granger","3"
"1821222829","Beacon Medical Group Specialists Main Suite 100","3"
"1821222829","Beacon Medical Group Specialists Rochester","3"
"1821222829","Beacon Medical Group Surgical Services Elkhart","3"
"1831973379","Speed Dental Care","3"
"1851336432","Saguaro Family Practice","3"
"1851336432","John C Lincoln LLC","4"
"1851650618","BAYADA Home Health Care","3"
"1881395234","Integrity Physical Therapy Services","3"
"1902877715","RIDGEDALE SURGERY CENTER","3"
"1912314642","Medvantx Specialty Pharmacy","3"
"1912355843","LA HABRA DIALYSIS","3"
"1922624642","Sea-Mar Community Health Center","4"
"1932795044","Backpack Healthcare Inc","3"
"1942569702","BAYADA Home Health Care","3"
"1003247396","North Memorial Health Clinic - Maple Grove Family Medicine","3"
"1003690454","Kingdom Behavioral Health Services, LLC","3"
"1013525583","BAPTIST HEALTH HARDIN","3"
"1023234887","North Texas Pain Recovery Center","3"
"1073247094","Baptist Health Corbin EMS","3"
"1073548988","Baptist Health Home Infusion","3"
"1083176796","JAMES F LASSITER","5"
"1093352908","BAPTIST HEALTH SURGERY CENTER EASTPOINT","3"
"1093905259","North Memorial Health Pharmacy - Cancer Center","3"
"1104600543","Novant Health Infusion - Ballantyne","3"
"1114701554","The Vitality Center","3"
"1144688318","BAPTIST HEALTH LEXINGTON RETAIL PHARMACY","3"
"1144688318","Baptist Health Pharmacy","3"
"1215545777","BAPTIST HEALTH HARDIN","3"
"1265539498","Baptist Health Louisville","3"
"1285170449","BAPTIST HEALTH LOUISVILLE OUTPATIENT PHARMACY","3"
"1285170449","Baptist Health Pharmacy","3"
"1285648295","North Memorial Health Cancer","3"
"1285678458","Baylor St. Luke's Medical Center - Rehabilitation","5"
"1316721855","MAP Training","3"
"1336822071","Savoy Family Healthcare","3"
"1386689149","West Shore Health Center","3"
"1396968368","My First Dentist","3"
"1417731951","North Central School Based Clinic","5"
"1467830596","Ypsilanti Dialysis","3"
"1497539837","MARY STAFFING LLC","3"
"1518659127","Wellness Recovery Center New Jersey LLC","3"
"1538943980","Touchton Surgery Center LLC","3"
"1548560535","North Memorial Health Pharmacy - Maple Grove","3"
"1629789144","JH Therapy Services PC (CA)","3"
"1689238479","Cedar Valley Pharmacy","3"
"1720759954","iMind Mental Health Solutions","3"
"1821287020","Manchester-Bedford Eye Care","3"
"1821287020","Manchester Eye Associates","5"
"1821799081","Advanced Chronic Wound Care","3"
"1871715136","North Memorial Health Mental Health & Addiction Clinic","3"
"1871927715","North Memorial Health Specialty Clinic","3"
"1891579520","Nurse Next Door Tucson","3"
"1932648532","Sea Mar CHC Lynnwood Medical","3"
"1952185696","SYNERGY HOMECARE OF NORTHEAST CHICAGO/NORTHFIELD","3"
"1972782571","North Memorial Health Urgent Care","3"
"1023892494","HomeWell Care Services AL228","3"
"1033195110","AeroCare","3"
"1033636865","Exceptional Healthcare Inc.","3"
"1043602188","The Manor Home Care Agency","3"
"1063296937","401 Medical Center","4"
"1093001844","Southern Star Pharmacy","3"
"1164206520","Caring for Hoosiers","3"
"1174307532","The Manor at Saratoga","3"
"1184021131","The Manor at Perry Creek","3"
"1194392530","Stable Life Therapies, LLC","3"
"1215634506","Taylor Park Dialysis","3"
"1215711684","Cambridge Area YMCA Family Center","5"
"1245536051","Birch Family Pharmacy","3"
"1275227738","Intermountain Kidney Services - St George","3"
"1295823524","Baptist Health Louisville","3"
"1306925540","Baptist Health La Grange","3"
"1356941058","Baptist Health Hardin Reference Laboratory","3"
"1376615740","Baptist Health LaGrange","3"
"1417536145","Providers for Healthy Living","3"
"1417599168","Rutherford Dialysis","3"
"1417970153","HOLLIS PHARMACY","3"
"1437147246","Byrd-Watson Medical Downtown","3"
"1447344890","FARMACIA APOTEK","3"
"1477337830","Rainier Dental Puyallup","3"
"1508409905","Rural Nevada Counseling-CCBHO","5"
"1518673433","VIETRULIFE MEDICAL SPA","4"
"1518913607","PORTSMOUTH REGIONAL HOSPITAL","3"
"1558048611","Mattews Dental SPa","3"
"1558048611","Matthews Dental Spa","3"
"1578937017","Lyon Council on Alcohol and Other Drugs","4"
"1588118897","Fort Campbell Dialysis","3"
"1598775413","Byrd-Watson Pharmacy","3"
"1639782121","Veterans Advantage Urgent Care, INC","4"
"1740732221","Lyon Council on Alcohol and Other Drugs","4"
"1760425474","Washington University, Department of Urologic Surgery","5"
"1780468140","WellSpan Family Medicine - Penn National Health Center","3"
"1841787934","Lincoln City Dialysis","3"
"1861780439","Birch Family Pharmacy","3"
"1871930867","Lyon Council on Alcohol and Other Drugs","4"
"1891011623","Black Canyon Dialysis","3"
"1891579249","Just Like You Mental Health Services","3"
"1003266156","NewSound Hearing Aid Centers","3"
"1043094428","Gold Coast Dental Irvine","3"
"1073106597","Sonus of Palm Desert","3"
"1124493051","NuEar Hearing Center","3"
"1164053062","UVCares","5"
"1164206538","Hughston Clinic Orthopaedic","3"
"1174307540","David Griner Counseling","3"
"1184074858","Willoughby Hearing Aid Centers","3"
"1225647480","Utah Therapeutic Health Center","4"
"1235503426","Heritage Health Restored Paths","3"
"1235503426","Restored Paths","3"
"1235659327","Advance Hearing Care","3"
"1265970230","Garrett Hearing Aid Center","3"
"1285769125","Pacific Coast Hearing Center","3"
"1295519676","Vision Center Brought to you by Walmart","3"
"1346282563","Allina Health Mental Health - Abbott Northwestern Clinic","3"
"1356822993","WUPI - Department of Urological Surgery","5"
"1376734897","Hidalgo County EMS","3"
"1386709194","Family Health Pharmacy","3"
"1396760260","Barnes Orthopedic Center,LLC","3"
"1396760260","Piedmont Ortho","3"
"1407448210","A Plus Hearing Aids","3"
"1437179942","Patel Retina Institute","3"
"1437179942","The Retina Clinic","3"
"1437179942","Vitreous Retina Macula Specialists of NJ","3"
"1447305610","Heritage Health Dental","3"
"1477604635","SoundPoint Hearing Centers","3"
"1487076048","Heritage Mountain Health Kellogg","3"
"1508054644","Texmax","5"
"1538942594","Bedrock Rehabilitation and Nursing Center at West Volusia","3"
"1578870663","Small Group Therapy","4"
"1609650092","Astoria Senior Living","3"
"1619415684","NuEar","3"
"1629666185","Sonus of Rancho Mirage","3"
"1659662351","His House","3"
"1669542189","BESTCARE PHARMACY","3"
"1669542189","Healthy Living Pharmacy","3"
"1689068413","Heritage Health Homeless Program","3"
"1689068413","Street Medicine Community Outreach","3"
"1699125682","NewSound Hearing Aid Centers","3"
"1730963117","CountryHouse Elkhorn","3"
"1740963727","N/A","3"
"1760946156","WUPI - Department of Plastic Surgery","5"
"1780468165","CountryHouse Kearney","3"
"1801670278","Hughston Clinic Orthopaedics","3"
"1821688532","Sandbox Family Services","3"
"1841247731","ANCHOR PHARMACY","3"
"1841247731","Anchor Respiratory & Medical Supplies","3"
"1881909034","Acclaimed Heart and Vascular Center","5"
"1003690496","Studio Smiles","3"
"1023892411","EndoCentre of Westminster","3"
"1174307565","Mariposa Advanced Aesthetics","3"
"1194222406","Springhill Pharmacy","3"
"1245728484","Conway Behavioral Health","3"
"1275791022","UNC Faculty Physicians","3"
"1275791022","Chapel Hill Adult Sickle Cell Clinic","5"
"1275791022","UNC Comprehensive Sickle Cell Program","5"
"1285285569","Discover Smiles Dental","3"
"1295519692","Twin Rivers Nutrition Services Inc","3"
"1376560086","Pharmacy Solutions","3"
"1457135865","Aerie Backcountry Medicine","3"
"1457599276","Gateway Plaza Dialysis","3"
"1467665760","Patient's Choice Medical","3"
"1487438875","The Private Clinic","3"
"1528508108","Conway Behavioral Health","3"
"1538271432","FRESENIUS MEDICAL CARE SOUTH PECOS","3"
"1538413802","Vision By Amel","3"
"1578347977","speech path connections","3"
"1649648767","First Step Recovery Center","4"
"1750165148","LAI Care Love","3"
"1770595407","Springhill Pharmacy","3"
"1780395632","Dr. Arenia C. Mallory Community Health Center, Inc.","3"
"1790402204","My Town's Prime Care Pharmacy","3"
"1871576835","LifePath Systems","3"
"1871576835","Collin County MHMR Center","4"
"1881336931","Eleven 11 Recovery","3"
"1952355877","firstat nursing services","3"
"1962286377","Good Kids Dental","3"
"1972915288","Therapydia Inc.","3"
"1003690413","Riceland Psychiatric Clinic","3"
"1063407252","Sortpak Pharmacy","3"
"1114162377","KidsFirst- Auburn","5"
"1114162377","KidsFirst- Roseville","5"
"1124305693","Total Care Pharmacy # 7","3"
"1144004565","KidsFirst-Auburn","5"
"1154886315","CSNW Fourth Plain","5"
"1164205944","Deshi Home Health Care","3"
"1215496963","FYZICAL Therapy and Balance Centers","3"
"1235913666","Happy Camper Pediatric Dentistry","3"
"1265985279","Neuhaus Foot and Ankle","3"
"1285019737","Intermountain Professional Radiology Services","3"
"1295478444","Zafa Pharmacy","3"
"1457135873","Hope InSight Counseling","4"
"1477169910","SORTPAK PHARMACY","3"
"1518741933","We Care Provider, PLLC","3"
"1578348900","Great Strides Behavior Solutions, LLC","3"
"1598549917","AZ Cosmetic & Family Dentistry","3"
"1609595297","First Nurses","3"
"1649054057","AHMG Urogyn at Castle Rock","3"
"1649054057","AdventHealth Medical Group Urogynecology at Castle Rock","5"
"1750165171","Southern Minnesota Sleep Center, PLLC","3"
"1831972983","Baikie Bianchi Family Medicine","3"
"1841074267","Primary Healthcare Medical Group","3"
"1841899648","Sea Mar CH-Vashon Island Behavioral Health","3"
"1902681331","Pacific Health Group","3"
"1912782343","Pacific Health Group","3"
"1922882331","QLife Physical Therapy and Wellness, Inc","4"
"1073398400","Everydayncare","3"
"1083833297","Fort Wayne Physical Medicine","3"
"1104601541","ReVive","3"
"1114702560","Alliance Health and Homecare, LLC (RDU)","3"
"1215712666","Sawtooth Kids Pediatric Dentistr","3"
"1215712666","Sawtooth Kids Pediatric Dentistry","3"
"1326823766","Coborn's Specialty pharmacy #1703","3"
"1366227704","The PCOS Cysta","3"
"1376814806","Advantage Home Care","3"
"1407631856","Devereux Advanced Behavioral Health","3"
"1487439832","OPTIM MEDICAL CENTER TATTNALL RINCON","3"
"1508641937","Mayer Smile Be Bright","3"
"1598026908","Sequoia Dialysis","3"
"1669256038","Texoma Wellness Center","3"
"1720277866","Bakersfield Dialysis Center","3"
"1740588391","Venu Prabaker, MD, Inc.","4"
"1780469114","Power of Play Pediatric Therapy","3"
"1811771686","Philippine Medical and Dental Referral Services LLC","3"
"1851877153","Motus Rehabilitation","3"
"1891495594","Regional Medical Supply","3"
"1902284037","New Center Dialysis","3"
"1932984382","The Luman Center","3"
"1962947952","SCK Health Clinic","3"
"1982666020","Greer Kidney Center","3"
"1982890737","Jal Dental Clinic","3"
"1003595174","Aspire at Fletcher","3"
"1003691460","Psychiatric rehabilitation program minors","5"
"1023790060","Aspire at Colonial Lakes","3"
"1053196410","Keokuk County Public Health","3"
"1063599363","Gentle Foot Care Inc","4"
"1073690392","Gentle Foot Care Inc","4"
"1104423508","Godwin Heights Middle School","3"
"1104843523","WALMART PHARMACY 10-0003","3"
"1114540374","ALHAMBRA KIDNEY CARE","3"
"1124187471","Ottawa Hills High School Health Center","3"
"1124378518","Palatka Dialysis","3"
"1134206451","Gentle Foot Care Inc","4"
"1134299225","Gentle Foot Care Inc","4"
"1134808306","Aspire at Green Cove Springs","3"
"1144909318","Aspire at The Harbor","3"
"1164649372","Gentle Foot Care Inc","4"
"1184691131","Four Freedoms Dialysis","3"
"1194509034","Partial Hospitalization Program","5"
"1205415387","Grene Vision Group","3"
"1205518859","Aspire at South Daytona","3"
"1245612845","Gentle Foot Care Inc","4"
"1255010427","Aspire at Jacksonville","3"
"1265081418","Wyoming Junior High School Health Center","3"
"1265217616","North East Medical Services -Sullivan Suite 190","5"
"1265537849","Franklin Dialysis","3"
"1285622720","Keokuk County PHNS","5"
"1285711598","Gentle Foot Care Inc","4"
"1295414217","Aspire at Kissimmee Gardens","3"
"1295952349","Gentle Foot Care Inc","4"
"1346600905","Muskegon Recovery Center","3"
"1366529653","Gentle Foot Care Inc","4"
"1386926004","Southside Health Center","3"
"1396520755","Psychiatric Rehabilitation Program (Adult)","5"
"1396822698","Gentle Foot Care Inc","4"
"1447760517","Barry Community Health Center","3"
"1447760517","Cherry Health - Barry Community Health Center","3"
"1487333654","Aspire at Kissimmee Gardens Villas","3"
"1508641952","Linked Community Health and Wellness","3"
"1508943895","Gentle Foot Care Inc","4"
"1558146910","intensive outpatient treatment program","5"
"1568141638","Aspire at Countryside","3"
"1568141737","Aspire at Saint Lucie","3"
"1609650530","Outpatient Treatment Program","5"
"1609842889","Lee Street Diaysis","3"
"1629757893","Aspire at North Fort Myers","3"
"1639256936","Gentle Foot Care Inc","4"
"1639623549","Hernando Home Training","3"
"1659050722","Aspire at San Jose","3"
"1659155125","Outpatient Mental health center","5"
"1669530986","Heart of the City Health Center","5"
"1679650980","Gentle Foot Care Inc","4"
"1699074393","Gentle Foot Care Inc","4"
"1699550046","Quility Care","3"
"1700491552","MIRACLE MEDICAL CENTER","3"
"1710999792","Gentle Foot Care Inc","4"
"1770656605","Burton Health Center","3"
"1770975898","Gentle Foot Care Inc","4"
"1780363952","Aspire at Seminole","3"
"1811676083","Aspire at the Sea - Pasadena","3"
"1811676984","Aspire at Sarasota","3"
"1821777848","Aspire at Bryan Dairy","3"
"1851070023","Aspire at Big Bend","3"
"1871177188","Craniofacial Pain, TMJ and Sleep of Oklahoma","3"
"1871177188","Orofacial Pain TMJ and Sleep of Oklahoma","3"
"1902585177","Aspire at Greenacres","3"
"1912571902","Minding the Gap, LLC","5"
"1942684014","Gentle Foot Care Inc","4"
"1982764643","Union High School Health Center","3"
"1992406490","Gentle","4"
"1992751986","LPNS","3"
"1013129832","CONSTABLE A ICF","5"
"1013934512","WALMART PHARMACY 10-0005","3"
"1033155700","Elara Caring","3"
"1033899950","Kroger Pharmacy #606","3"
"1073725305","RES HAB N RES HAB CL RES HAB SL","5"
"1083337372","Bronson Behavioral Health Hospital","3"
"1083384424","Cedar Crest Clinic","3"
"1083661607","CCARE","3"
"1134331929","MR RESIDENCES","5"
"1134904519","Alpha Optical Glen Mills, LLC","4"
"1154533768","RES HAB CL","5"
"1275318651","Summit Direct Care","3"
"1295458131","ECU Health Home Infusion","3"
"1306228077","Belmont Behavioral- Germantown","3"
"1346621448","Belmont Northeast Outpatient Program","3"
"1356125868","Metropolitan Chemists","3"
"1356806665","CSNW Rose Village","5"
"1407077647","SFDT","5"
"1407631880","Heidi Hulbig Mind Body Therapy","3"
"1407639677","Moss Medical Clinic","3"
"1447462767","SAWYER AVE ICF","5"
"1518170307","RES HAB NORTH","5"
"1518179845","RESPITE CL","5"
"1548472871","RESP CL RES HAB CL RES HAB N","5"
"1548507064","CATALYST SPORTS MEDICINE","3"
"1568006633","Ascension Saint Thomas Behavioral Health Hospital","3"
"1568674893","RES HAB CL SL N","5"
"1578062493","Philadelphia Children's Crisis Response Center","5"
"1578348942","Kensington Pharmacy LTC","3"
"1598977829","RES HAB N SL CL","5"
"1609088939","RES HAB CL RES HAB N","5"
"1629468137","Belmont Behavioral Hospital","3"
"1649055013","Greater Dental Health","3"
"1649835414","Childrens Ambulance Service","3"
"1649835414","SANTA ROSA AMBULANCE LLC","4"
"1659997112","San Marino Home Training","3"
"1710936380","Cedar Crest Clinic","3"
"1730964115","Eagle Valley Dental","3"
"1831259985","Triad Home Health Services","5"
"1831301167","RES HAB N","5"
"1841449105","Ferguson Dental","5"
"1871378257","The Therapy Gal","3"
"1871705103","RES HAB N RES HAB CL RES HAB SL","5"
"1912119249","SUPPORTED EMPLOYMENT","5"
"1912119272","RES HAB CL","5"
"1932898962","My ObGyn","3"
"1982816211","RES HAB N","5"
"1023550613","Sea Mar Community Health Centers Federal Way Behavioral Health","5"
"1023779303","New Care Behavioral Health","3"
"1023893419","S.A.A.C. GROUP HOME LLC","5"
"1033399928","Sea Mar Community Health Center","3"
"1073938098","STACS","5"
"1134828734","Executive Care","3"
"1144792805","Morningside at Home","3"
"1154472777","Hospice Associates","3"
"1154472777","Hospice Associates of New Orleans LLC","4"
"1154472777","PreHospice Medical Associates","5"
"1164456406","SILVER LANE MEDICAL GROUP","3"
"1164456406","Silver Lane Medical Center","3"
"1235564766","Associates in Pediatric Neurology, SC","3"
"1265115141","Cypress Dental","3"
"1295464949","BRENHAM PROFESSIONAL SERVICES","5"
"1407631807","The Oscar at Georgetown","3"
"1487675203","Randy Stevens Family Footcare","3"
"1497876858","MobilityWorks","3"
"1568247955","Office Anesthesia Services","3"
"1629130521","Midwest Surgery Center- Woodbury","3"
"1639157555","Kansas City, Kansas Fire Department","3"
"1669257028","Life Skills Strategies","3"
"1700505617","Collabria Care","3"
"1740727510","Knox County Community Health Center","3"
"1740974344","Sarawood Assisted Living","3"
"1760267157","Lakin Drug LTC","3"
"1770368169","Angel J Enterprises LLC","3"
"1770368177","Ozark Mountain Periodontics","3"
"1801671201","Compassionate Voice Counseling","3"
"1891570297","Grants Chiropractic","3"
"1912782301","MENDEZ TRANSPORTATION LLC","4"
"1023893443","Central Endodontics of Long Island","3"
"1073936696","Delta Specialty Hospital","3"
"1164104592","MGH Outpatient Pharmacy","3"
"1184078032","Fallen Timbers Dialysis","3"
"1205509809","Sweet Dreams Sleep Solutions","3"
"1205515087","Core Physical Therapy","3"
"1205515087","CORE PHYSICAL THERAPY OF MAUI","5"
"1215417563","CrescentCare","3"
"1245015650","Dragonfly Acupuncture","3"
"1255908174","East Tennessee Behavioral Health","3"
"1285129056","Dept of Speech Language and Audiology","5"
"1326823741","Concord Pharmacy","3"
"1386429702","WellSpan Internal Medicine - Park 5th Ave","3"
"1407335367","Beacon Clinic","3"
"1407335367","Beacon Rheumatology","5"
"1417458944","Crestwyn Behavioral Health","3"
"1437188216","Delta Specialty Hospital","3"
"1437825924","CenterPointe Hospital","3"
"1437864691","CenterPointe Hospital","3"
"1457863656","Oakcrest Dental Center","3"
"1598951089","Sea Mar Community Health Center","3"
"1629296058","Delta Specialty Hospital","3"
"1629668850","The Maples","3"
"1629853031","Avenue Eyecare","3"
"1639954050","Tai Yang Pharmacy","3"
"1659364206","Centerpointe Hospital","3"
"1659656916","Hanger Clinic","3"
"1669850863","Jackson Dialysis","3"
"1689295719","Delta Comprehensive Treatment Center","3"
"1689633281","Ahoskie Dialysis","3"
"1710664859","RedLocus Psychotherapy","3"
"1710691795","Foundations Counseling","3"
"1760973044","CenterPointe of Columbia","3"
"1831502632","CenterPointe Hospital","3"
"1861961468","Sophia's Home Care","3"
"1871844050","CenterPointe Pharmacy","3"
"1902681323","Mind Springs Health Inc","3"
"1912691890","LH Community Health DPP","3"
"1922883347","Above & Beyond Personal Care","3"
"1932264439","Dynamic PT","3"
"1932264439","Nevada Spine Clinic","3"
"1952691495","Freedom Chiropractic","3"
"1952769119","Crestwyn Behavioral Health","3"
"1083499305","Coping with Life Therapy as Sole Proprietorship","4"
"1134835960","dba Wilkes-Barre Comprehensive Treatment Center","3"
"1154323129","Whitewater Fire Department","3"
"1164822110","Avondale Care Services","3"
"1174308407","Visiting Angels of Northbrook","3"
"1194123521","VitalCaring Group","3"
"1316722630","Vital Choice Specialty Pharmacy","3"
"1326181140","International Drugs","3"
"1336836170","VitalX Health LLC","3"
"1336858232","Neurolglee Therapeutics INC","5"
"1386429611","The Orady Women's Clinic","3"
"1417732744","Easterseals Arkansas","3"
"1447877386","Foothills Family Health & Wellness","3"
"1447930946","Health Solutions Transportation","3"
"1497538649","REEON","3"
"1508641838","Missouri Delta Benton Pharmacy","3"
"1538417753","Greenleaf Behavioral Health Hospital","3"
"1568247898","Destiny Dental","3"
"1659156982","FamilyCare Health Centers","3"
"1699550913","Sunshine and Smiles","4"
"1699712976","AeroCare","3"
"1700952306","Valencia Pharmacy LTC","3"
"1710557798","Thrive Orthotics and Prosthetics","3"
"1770025363","Sea Mar Community Health Centers Hiddenbrook MSS","5"
"1801405519","Glenwood Behavioral Health Hospital","3"
"1801830567","AeroCare","3"
"1871378109","Springs Medical Transport LLC","4"
"1962877423","Sea-Mar Community Health Center","4"
"1982489217","AQUA DENTAL ROSENBURG","3"
"1992467963","Provo Counseling Center","3"
"1013602242","Lighthouse Counseling","4"
"1033741335","Caring Heart Hospice and Palliative Care Services.","3"
"1043093297","Sunrise Clinics - Tucumcari Elementary SBHC","3"
"1043095300","LMJ Quality Cleaning All-Stars","3"
"1043095300","Strategic Quality Transport","3"
"1053545335","Prestige Clinic","3"
"1073175675","LCH Pharmacy","3"
"1083497101","Sunrise Clinics - WLV Louis Armijo SBHC","3"
"1124803481","A Maje Manor Adult Family Home llc","3"
"1134298599","City of Rio Rancho","3"
"1174904049","Serenity Hospice","3"
"1215506001","Bluebonnet Trails Community Services","3"
"1215712567","Home Instead","3"
"1225743099","Konkrete Rose YFS","3"
"1366659849","Moore Healthcare Group","3"
"1386657575","Anderson Pharmacy","3"
"1467237701","Affordable Care Transportation","3"
"1477338713","Pur Life Medical Southlake","3"
"1518536309","Bluebonnet Trails Community Services","3"
"1538867031","HalcyonMD","3"
"1538944871","Nexus Teen Academy","3"
"1578348827","TM SHALOM TRANSPORTATION","3"
"1609532597","EagleWings Therapy Services","3"
"1669909404","Lubbock Vascular Access","3"
"1699450098","ATLANTAMED URGENT CARE","3"
"1699559302","Chers Place","3"
"1700661048","DIGNITY GROUP HOME LLC","3"
"1700661048","DIGNITY GROUP HOMES LLC","3"
"1700661048","mary ngahyoma","3"
"1720328529","Maple Ridge Rehabilitaion and Nursing","3"
"1720863160","Dove Logistics LLC","3"
"1740065093","Gilroy Compassion Center","4"
"1740807502","Laverdure Psychiatry","3"
"1780469049","ADVANCECARE PHARMACY","3"
"1811772155","Advocare Princeton Cardiometabolic Health","3"
"1881479129","CPP Health","3"
"1902681257","Nurturing Communication Speech Therapy","3"
"1932984275","Core Care","3"
"1982630976","Amerita","3"
"1063297349","Ashley Nelson","5"
"1063297349","Pure Mind A Therapeutic Solution","5"
"1073663662","Mountains Community Hospital","3"
"1093590358","Abby Care LLC","3"
"1144005414","Hudson Dental","3"
"1174674246","Mountains Community Hospital","3"
"1184409450","Quilted Health","3"
"1245356674","Shingle Springs Health and Wellness Center","3"
"1245380799","Mountains Community Hospital","3"
"1447035837","Kind Heart Personal Care Home","3"
"1477338739","Wilson Chiropractic Therapy PLLC","3"
"1487335857","MAGNOLIA MEADOWS LLC","4"
"1497735187","HOOK'S OXYGEN & MEDICAL EQUIPMENT","3"
"1528040359","Fairmont Medical Center","3"
"1528172541","Mountains Community Hospital Rural Health Clinic","3"
"1538943154","Malama I Ke Ola Health Center - Lahaina Satellite","3"
"1548045818","Graham Kapowsin Dental","3"
"1649054743","Lauren I Jackson, PhD, PLLC","5"
"1649055914","Beautiful Mindz ABA Center","3"
"1659075489","SENIORAVENUE LLC","4"
"1720013006","ADVANCED HEART CARE ASSOCIATES","3"
"1750686515","Apex Healthcare Services, LLC.","4"
"1760267041","OPTIONS WELLNESS","3"
"1760267041","Options Wellness, LLP","3"
"1881703957","Running Springs Rural Health Clinic","3"
"1902681273","Graham-Kapowsin","3"
"1962287243","James Shon DDS Inc.","3"
"1982221701","AA1- HOME & COMMUNITY BASE SERVICES LLC","5"
"1003243577","Pacific Grove Hospital","3"
"1023035136","WALMART PHARMACY 10-0010","3"
"1023580479","Haverhill Pavilion Behavioral Health","3"
"1033136395","WALMART PHARMACY 10-0034","3"
